customer_id,session_date,experiment_group,city,device_type,acquisition_channel
317794,2023-09-12 13:33:09,Control,Chennai,Android,Google Ads
317794,2023-09-17 13:33:09,Control,Chennai,Android,Google Ads
317794,2023-09-30 13:33:09,Control,Chennai,Android,Google Ads
317794,2023-10-12 13:33:09,Control,Chennai,Android,Google Ads
105349,2023-12-19 02:05:48,Control,Bangalore,Android,Organic
105349,2023-12-30 02:05:48,Control,Bangalore,Android,Organic
105349,2024-01-15 02:05:48,Control,Bangalore,Android,Organic
105349,2024-02-02 02:05:48,Control,Bangalore,Android,Organic
181782,2023-10-24 05:19:39,Variant,Mumbai,iOS,Organic
181782,2023-11-21 05:19:39,Variant,Mumbai,iOS,Organic
181782,2023-11-21 05:19:39,Variant,Mumbai,iOS,Organic
181782,2023-11-28 05:19:39,Variant,Mumbai,iOS,Organic
181782,2023-12-08 05:19:39,Variant,Mumbai,iOS,Organic
181782,2023-12-10 05:19:39,Variant,Mumbai,iOS,Organic
181782,2023-12-11 05:19:39,Variant,Mumbai,iOS,Organic
65224,2024-01-14 12:51:36,Control,Hyderabad,Android,Referral
65224,2024-01-28 12:51:36,Control,Hyderabad,Android,Referral
65224,2024-01-30 12:51:36,Control,Hyderabad,Android,Referral
148649,2023-10-30 16:54:08,Control,Pune,Android,Instagram
148649,2023-11-27 16:54:08,Control,Pune,Android,Instagram
118709,2023-09-17 11:17:46,Control,Bangalore,Android,Facebook
118709,2023-10-10 11:17:46,Control,Bangalore,Android,Facebook
208020,2023-11-02 04:14:50,Variant,Hyderabad,Android,Organic
208020,2023-11-22 04:14:50,Variant,Hyderabad,Android,Organic
208020,2023-11-28 04:14:50,Variant,Hyderabad,Android,Organic
208020,2023-12-12 04:14:50,Variant,Hyderabad,Android,Organic
208020,2023-12-21 04:14:50,Variant,Hyderabad,Android,Organic
220693,2023-09-14 18:16:30,Variant,Pune,Android,Organic
220693,2023-10-06 18:16:30,Variant,Pune,Android,Organic
220693,2023-10-06 18:16:30,Variant,Pune,Android,Organic
220693,2023-10-22 18:16:30,Variant,Pune,Android,Organic
220693,2023-10-22 18:16:30,Variant,Pune,Android,Organic
220693,2023-10-31 18:16:30,Variant,Pune,Android,Organic
220693,2023-11-04 18:16:30,Variant,Pune,Android,Organic
378482,2023-11-25 22:50:17,Control,Chennai,Android,Facebook
378482,2023-12-12 22:50:17,Control,Chennai,Android,Facebook
378482,2023-12-14 22:50:17,Control,Chennai,Android,Facebook
378482,2024-01-08 22:50:17,Control,Chennai,Android,Facebook
378482,2024-01-11 22:50:17,Control,Chennai,Android,Facebook
133637,2023-12-01 05:08:43,Variant,Delhi,Android,Google Ads
133637,2024-01-02 05:08:43,Variant,Delhi,Android,Google Ads
133637,2024-01-08 05:08:43,Variant,Delhi,Android,Google Ads
107909,2023-09-19 15:28:59,Control,Bangalore,iOS,Instagram
107909,2023-10-19 15:28:59,Control,Bangalore,iOS,Instagram
365237,2023-12-03 03:17:35,Control,Bangalore,Android,Organic
365237,2023-12-06 03:17:35,Control,Bangalore,Android,Organic
365237,2023-12-13 03:17:35,Control,Bangalore,Android,Organic
365237,2024-01-08 03:17:35,Control,Bangalore,Android,Organic
365237,2024-01-10 03:17:35,Control,Bangalore,Android,Organic
322162,2023-10-31 11:05:50,Variant,Mumbai,iOS,Referral
322162,2023-11-24 11:05:50,Variant,Mumbai,iOS,Referral
322162,2023-11-28 11:05:50,Variant,Mumbai,iOS,Referral
322162,2023-12-03 11:05:50,Variant,Mumbai,iOS,Referral
322162,2023-12-12 11:05:50,Variant,Mumbai,iOS,Referral
198802,2023-12-08 09:30:37,Variant,Chennai,Android,Google Ads
198802,2023-12-17 09:30:37,Variant,Chennai,Android,Google Ads
198802,2023-12-25 09:30:37,Variant,Chennai,Android,Google Ads
198802,2023-12-25 09:30:37,Variant,Chennai,Android,Google Ads
198802,2024-01-16 09:30:37,Variant,Chennai,Android,Google Ads
198802,2024-01-21 09:30:37,Variant,Chennai,Android,Google Ads
122864,2023-09-24 21:55:09,Variant,Mumbai,Android,Google Ads
122864,2023-09-24 21:55:09,Variant,Mumbai,Android,Google Ads
122864,2023-09-27 21:55:09,Variant,Mumbai,Android,Google Ads
52037,2023-07-12 23:30:54,Control,Mumbai,Android,Organic
52037,2023-08-08 23:30:54,Control,Mumbai,Android,Organic
52037,2023-08-21 23:30:54,Control,Mumbai,Android,Organic
81110,2023-08-31 13:53:01,Variant,Bangalore,Android,Organic
81110,2023-10-04 13:53:01,Variant,Bangalore,Android,Organic
81110,2023-10-16 13:53:01,Variant,Bangalore,Android,Organic
81110,2023-10-16 13:53:01,Variant,Bangalore,Android,Organic
300003,2023-07-24 14:52:34,Variant,Delhi,Android,Referral
300003,2023-09-09 14:52:34,Variant,Delhi,Android,Referral
300003,2023-09-19 14:52:34,Variant,Delhi,Android,Referral
91817,2024-01-15 18:09:47,Variant,Bangalore,iOS,Organic
91817,2024-01-20 18:09:47,Variant,Bangalore,iOS,Organic
91817,2024-01-29 18:09:47,Variant,Bangalore,iOS,Organic
91817,2024-02-15 18:09:47,Variant,Bangalore,iOS,Organic
112036,2023-11-03 01:19:50,Control,Hyderabad,Android,Referral
112036,2023-11-04 01:19:50,Control,Hyderabad,Android,Referral
112036,2023-11-21 01:19:50,Control,Hyderabad,Android,Referral
112036,2023-12-05 01:19:50,Control,Hyderabad,Android,Referral
112036,2023-12-25 01:19:50,Control,Hyderabad,Android,Referral
73895,2023-11-18 07:21:23,Variant,Hyderabad,Android,Facebook
73895,2023-11-20 07:21:23,Variant,Hyderabad,Android,Facebook
73895,2023-12-10 07:21:23,Variant,Hyderabad,Android,Facebook
73895,2023-12-16 07:21:23,Variant,Hyderabad,Android,Facebook
73895,2023-12-16 07:21:23,Variant,Hyderabad,Android,Facebook
73895,2024-01-08 07:21:23,Variant,Hyderabad,Android,Facebook
130507,2023-11-21 19:06:39,Variant,Mumbai,iOS,Organic
130507,2023-11-28 19:06:39,Variant,Mumbai,iOS,Organic
130507,2023-12-12 19:06:39,Variant,Mumbai,iOS,Organic
130507,2023-12-30 19:06:39,Variant,Mumbai,iOS,Organic
130507,2024-01-02 19:06:39,Variant,Mumbai,iOS,Organic
129486,2023-11-06 09:38:00,Control,Bangalore,Android,Instagram
129486,2023-11-24 09:38:00,Control,Bangalore,Android,Instagram
313340,2023-12-31 01:46:42,Control,Bangalore,Android,Organic
313340,2024-01-11 01:46:42,Control,Bangalore,Android,Organic
313340,2024-02-06 01:46:42,Control,Bangalore,Android,Organic
177250,2023-08-03 02:33:08,Control,Mumbai,Android,Google Ads
177250,2023-08-06 02:33:08,Control,Mumbai,Android,Google Ads
177250,2023-08-30 02:33:08,Control,Mumbai,Android,Google Ads
177250,2023-09-25 02:33:08,Control,Mumbai,Android,Google Ads
177250,2023-09-26 02:33:08,Control,Mumbai,Android,Google Ads
176234,2023-10-14 04:53:06,Variant,Bangalore,Android,Facebook
176234,2023-10-30 04:53:06,Variant,Bangalore,Android,Facebook
176234,2023-10-31 04:53:06,Variant,Bangalore,Android,Facebook
176234,2023-11-06 04:53:06,Variant,Bangalore,Android,Facebook
176234,2023-11-16 04:53:06,Variant,Bangalore,Android,Facebook
176234,2023-12-09 04:53:06,Variant,Bangalore,Android,Facebook
176234,2023-12-10 04:53:06,Variant,Bangalore,Android,Facebook
371677,2023-08-06 19:44:06,Variant,Mumbai,Android,Organic
371677,2023-08-18 19:44:06,Variant,Mumbai,Android,Organic
371677,2023-08-19 19:44:06,Variant,Mumbai,Android,Organic
371677,2023-08-31 19:44:06,Variant,Mumbai,Android,Organic
371677,2023-09-20 19:44:06,Variant,Mumbai,Android,Organic
388918,2023-12-07 00:40:52,Variant,Bangalore,Android,Organic
388918,2023-12-13 00:40:52,Variant,Bangalore,Android,Organic
388918,2023-12-14 00:40:52,Variant,Bangalore,Android,Organic
68551,2023-09-02 15:42:00,Variant,Hyderabad,iOS,Organic
68551,2023-09-12 15:42:00,Variant,Hyderabad,iOS,Organic
68551,2023-09-29 15:42:00,Variant,Hyderabad,iOS,Organic
68551,2023-10-11 15:42:00,Variant,Hyderabad,iOS,Organic
152786,2023-11-26 20:10:14,Variant,Mumbai,Android,Organic
152786,2023-11-28 20:10:14,Variant,Mumbai,Android,Organic
152786,2023-12-23 20:10:14,Variant,Mumbai,Android,Organic
62980,2023-09-21 20:41:53,Control,Bangalore,Android,Google Ads
62980,2023-10-14 20:41:53,Control,Bangalore,Android,Google Ads
62980,2023-10-19 20:41:53,Control,Bangalore,Android,Google Ads
62980,2023-10-26 20:41:53,Control,Bangalore,Android,Google Ads
82041,2024-01-09 14:47:31,Control,Hyderabad,iOS,Facebook
82041,2024-01-19 14:47:31,Control,Hyderabad,iOS,Facebook
82041,2024-02-10 14:47:31,Control,Hyderabad,iOS,Facebook
82041,2024-02-14 14:47:31,Control,Hyderabad,iOS,Facebook
82041,2024-02-19 14:47:31,Control,Hyderabad,iOS,Facebook
361616,2023-08-09 13:04:24,Control,Bangalore,Android,Organic
361616,2023-08-10 13:04:24,Control,Bangalore,Android,Organic
361616,2023-08-20 13:04:24,Control,Bangalore,Android,Organic
361616,2023-09-25 13:04:24,Control,Bangalore,Android,Organic
361616,2023-09-26 13:04:24,Control,Bangalore,Android,Organic
398426,2023-09-09 04:27:39,Control,Bangalore,Android,Organic
398426,2023-09-14 04:27:39,Control,Bangalore,Android,Organic
130820,2023-08-17 04:22:37,Control,Pune,Android,Organic
130820,2023-09-12 04:22:37,Control,Pune,Android,Organic
130820,2023-09-18 04:22:37,Control,Pune,Android,Organic
130820,2023-10-02 04:22:37,Control,Pune,Android,Organic
200074,2023-11-09 10:42:01,Variant,Hyderabad,iOS,Google Ads
200074,2023-11-22 10:42:01,Variant,Hyderabad,iOS,Google Ads
200074,2023-11-26 10:42:01,Variant,Hyderabad,iOS,Google Ads
200074,2023-11-30 10:42:01,Variant,Hyderabad,iOS,Google Ads
200074,2023-12-24 10:42:01,Variant,Hyderabad,iOS,Google Ads
65009,2023-08-09 23:08:09,Control,Delhi,Android,Organic
65009,2023-08-18 23:08:09,Control,Delhi,Android,Organic
65009,2023-09-10 23:08:09,Control,Delhi,Android,Organic
170221,2023-07-08 18:55:48,Control,Bangalore,Android,Referral
170221,2023-07-11 18:55:48,Control,Bangalore,Android,Referral
170221,2023-08-05 18:55:48,Control,Bangalore,Android,Referral
170221,2023-08-07 18:55:48,Control,Bangalore,Android,Referral
170221,2023-08-18 18:55:48,Control,Bangalore,Android,Referral
58092,2023-08-10 03:07:45,Control,Delhi,Android,Google Ads
58092,2023-08-15 03:07:45,Control,Delhi,Android,Google Ads
58092,2023-08-25 03:07:45,Control,Delhi,Android,Google Ads
58092,2023-08-25 03:07:45,Control,Delhi,Android,Google Ads
58092,2023-09-07 03:07:45,Control,Delhi,Android,Google Ads
50616,2023-08-18 18:41:23,Control,Delhi,Android,Google Ads
50616,2023-08-29 18:41:23,Control,Delhi,Android,Google Ads
133202,2023-11-15 09:58:51,Variant,Mumbai,iOS,Organic
133202,2023-11-29 09:58:51,Variant,Mumbai,iOS,Organic
133202,2023-12-18 09:58:51,Variant,Mumbai,iOS,Organic
133202,2024-01-06 09:58:51,Variant,Mumbai,iOS,Organic
277898,2023-11-12 20:32:46,Variant,Hyderabad,iOS,Google Ads
277898,2023-11-22 20:32:46,Variant,Hyderabad,iOS,Google Ads
277898,2023-11-29 20:32:46,Variant,Hyderabad,iOS,Google Ads
277898,2023-12-11 20:32:46,Variant,Hyderabad,iOS,Google Ads
277898,2023-12-11 20:32:46,Variant,Hyderabad,iOS,Google Ads
277898,2023-12-14 20:32:46,Variant,Hyderabad,iOS,Google Ads
277898,2023-12-19 20:32:46,Variant,Hyderabad,iOS,Google Ads
77341,2023-12-27 18:21:47,Variant,Hyderabad,Android,Organic
77341,2023-12-31 18:21:47,Variant,Hyderabad,Android,Organic
77341,2024-01-01 18:21:47,Variant,Hyderabad,Android,Organic
77341,2024-01-10 18:21:47,Variant,Hyderabad,Android,Organic
77341,2024-01-26 18:21:47,Variant,Hyderabad,Android,Organic
77341,2024-02-18 18:21:47,Variant,Hyderabad,Android,Organic
97079,2023-08-27 22:48:38,Control,Hyderabad,Android,Organic
97079,2023-09-06 22:48:38,Control,Hyderabad,Android,Organic
97079,2023-10-05 22:48:38,Control,Hyderabad,Android,Organic
97079,2023-10-09 22:48:38,Control,Hyderabad,Android,Organic
97079,2023-10-13 22:48:38,Control,Hyderabad,Android,Organic
150002,2023-08-07 21:39:55,Variant,Chennai,Android,Instagram
150002,2023-08-20 21:39:55,Variant,Chennai,Android,Instagram
150002,2023-08-26 21:39:55,Variant,Chennai,Android,Instagram
150002,2023-08-26 21:39:55,Variant,Chennai,Android,Instagram
150002,2023-09-02 21:39:55,Variant,Chennai,Android,Instagram
150002,2023-09-19 21:39:55,Variant,Chennai,Android,Instagram
150002,2023-09-22 21:39:55,Variant,Chennai,Android,Instagram
87472,2023-12-23 14:30:20,Variant,Chennai,iOS,Google Ads
87472,2023-12-28 14:30:20,Variant,Chennai,iOS,Google Ads
87472,2024-01-11 14:30:20,Variant,Chennai,iOS,Google Ads
231061,2023-08-30 20:18:15,Variant,Pune,Android,Organic
231061,2023-09-12 20:18:15,Variant,Pune,Android,Organic
231061,2023-09-14 20:18:15,Variant,Pune,Android,Organic
231061,2023-09-30 20:18:15,Variant,Pune,Android,Organic
231061,2023-10-13 20:18:15,Variant,Pune,Android,Organic
231061,2023-10-14 20:18:15,Variant,Pune,Android,Organic
231061,2023-10-25 20:18:15,Variant,Pune,Android,Organic
56722,2023-12-31 00:24:14,Control,Bangalore,Android,Organic
56722,2024-01-01 00:24:14,Control,Bangalore,Android,Organic
56722,2024-01-02 00:24:14,Control,Bangalore,Android,Organic
56722,2024-01-18 00:24:14,Control,Bangalore,Android,Organic
56722,2024-01-25 00:24:14,Control,Bangalore,Android,Organic
133617,2023-10-06 01:13:06,Variant,Delhi,Android,Organic
133617,2023-10-11 01:13:06,Variant,Delhi,Android,Organic
133617,2023-10-19 01:13:06,Variant,Delhi,Android,Organic
133617,2023-10-23 01:13:06,Variant,Delhi,Android,Organic
133617,2023-11-11 01:13:06,Variant,Delhi,Android,Organic
67538,2023-12-30 15:07:57,Variant,Pune,Android,Organic
67538,2024-01-14 15:07:57,Variant,Pune,Android,Organic
67538,2024-01-21 15:07:57,Variant,Pune,Android,Organic
57174,2023-08-11 15:42:08,Variant,Bangalore,Android,Organic
57174,2023-08-22 15:42:08,Variant,Bangalore,Android,Organic
57174,2023-08-23 15:42:08,Variant,Bangalore,Android,Organic
57174,2023-09-11 15:42:08,Variant,Bangalore,Android,Organic
57174,2023-09-19 15:42:08,Variant,Bangalore,Android,Organic
78939,2023-08-20 02:14:59,Variant,Bangalore,Android,Organic
78939,2023-09-04 02:14:59,Variant,Bangalore,Android,Organic
78939,2023-09-11 02:14:59,Variant,Bangalore,Android,Organic
309513,2023-12-04 16:34:57,Control,Delhi,Android,Referral
309513,2023-12-27 16:34:57,Control,Delhi,Android,Referral
309513,2023-12-31 16:34:57,Control,Delhi,Android,Referral
129798,2023-11-18 14:47:03,Variant,Mumbai,iOS,Google Ads
129798,2023-11-26 14:47:03,Variant,Mumbai,iOS,Google Ads
129798,2023-12-04 14:47:03,Variant,Mumbai,iOS,Google Ads
129798,2023-12-10 14:47:03,Variant,Mumbai,iOS,Google Ads
129798,2023-12-14 14:47:03,Variant,Mumbai,iOS,Google Ads
184085,2023-09-12 08:04:19,Control,Chennai,Android,Google Ads
184085,2023-10-02 08:04:19,Control,Chennai,Android,Google Ads
184085,2023-10-03 08:04:19,Control,Chennai,Android,Google Ads
184085,2023-10-07 08:04:19,Control,Chennai,Android,Google Ads
329710,2023-12-03 23:06:41,Variant,Bangalore,Android,Google Ads
329710,2023-12-18 23:06:41,Variant,Bangalore,Android,Google Ads
329710,2023-12-27 23:06:41,Variant,Bangalore,Android,Google Ads
329710,2024-01-10 23:06:41,Variant,Bangalore,Android,Google Ads
154030,2023-12-19 02:14:21,Control,Delhi,Android,Organic
154030,2024-01-22 02:14:21,Control,Delhi,Android,Organic
86731,2023-08-24 16:23:33,Control,Bangalore,Android,Facebook
86731,2023-09-03 16:23:33,Control,Bangalore,Android,Facebook
86731,2023-09-12 16:23:33,Control,Bangalore,Android,Facebook
306119,2023-09-09 06:09:57,Control,Bangalore,Android,Instagram
306119,2023-09-18 06:09:57,Control,Bangalore,Android,Instagram
306119,2023-10-08 06:09:57,Control,Bangalore,Android,Instagram
164016,2023-09-15 07:53:39,Variant,Bangalore,Android,Instagram
164016,2023-09-26 07:53:39,Variant,Bangalore,Android,Instagram
164016,2023-09-27 07:53:39,Variant,Bangalore,Android,Instagram
164016,2023-11-01 07:53:39,Variant,Bangalore,Android,Instagram
121476,2023-09-07 16:05:09,Control,Delhi,Android,Instagram
121476,2023-10-06 16:05:09,Control,Delhi,Android,Instagram
121476,2023-10-27 16:05:09,Control,Delhi,Android,Instagram
305522,2023-07-04 03:30:36,Variant,Mumbai,Android,Facebook
305522,2023-07-11 03:30:36,Variant,Mumbai,Android,Facebook
305522,2023-07-15 03:30:36,Variant,Mumbai,Android,Facebook
305522,2023-07-17 03:30:36,Variant,Mumbai,Android,Facebook
305522,2023-07-19 03:30:36,Variant,Mumbai,Android,Facebook
305522,2023-07-23 03:30:36,Variant,Mumbai,Android,Facebook
305522,2023-08-18 03:30:36,Variant,Mumbai,Android,Facebook
68976,2023-08-12 11:45:02,Variant,Mumbai,Android,Referral
68976,2023-08-25 11:45:02,Variant,Mumbai,Android,Referral
68976,2023-09-02 11:45:02,Variant,Mumbai,Android,Referral
68976,2023-09-07 11:45:02,Variant,Mumbai,Android,Referral
68976,2023-09-13 11:45:02,Variant,Mumbai,Android,Referral
60703,2023-11-20 08:15:13,Control,Hyderabad,Android,Organic
60703,2023-11-21 08:15:13,Control,Hyderabad,Android,Organic
60703,2023-11-23 08:15:13,Control,Hyderabad,Android,Organic
60703,2023-12-19 08:15:13,Control,Hyderabad,Android,Organic
60703,2023-12-26 08:15:13,Control,Hyderabad,Android,Organic
80460,2023-10-14 06:36:09,Control,Chennai,iOS,Google Ads
80460,2023-10-14 06:36:09,Control,Chennai,iOS,Google Ads
80460,2023-11-19 06:36:09,Control,Chennai,iOS,Google Ads
80460,2023-11-19 06:36:09,Control,Chennai,iOS,Google Ads
128600,2023-09-06 14:43:55,Control,Hyderabad,Android,Google Ads
128600,2023-09-16 14:43:55,Control,Hyderabad,Android,Google Ads
142356,2023-10-15 08:49:37,Variant,Delhi,iOS,Google Ads
142356,2023-11-09 08:49:37,Variant,Delhi,iOS,Google Ads
142356,2023-11-13 08:49:37,Variant,Delhi,iOS,Google Ads
142356,2023-11-29 08:49:37,Variant,Delhi,iOS,Google Ads
142356,2023-12-06 08:49:37,Variant,Delhi,iOS,Google Ads
83287,2023-08-03 18:28:25,Variant,Hyderabad,Android,Referral
83287,2023-08-04 18:28:25,Variant,Hyderabad,Android,Referral
